paper_id,题名,简称,venue全称,venue类型,发表年份,DOI,CCF等级,CCF目录,CCF备注,层次,场景,主题标签,论文自身输出对象,与本文关系（检索线索）,题名说明,全部作者,官方链接,开放全文链接,代码链接,身份核验来源,身份核验状态,核验路径,内容阅读深度,最后核验日期,发现来源,候选ID,访问状态,摘要
RW0170,dDrops: Detecting silent packet drops on programmable data plane,,Computer Networks,期刊论文,2022,10.1016/j.comnet.2022.109171,B,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,silent packet-drop detection and location on P4 data plane,,Mimi Qian; Lin Cui; Xiaoquan Zhang; Fung Po Tso; Yuhui Deng,https://doi.org/10.1016/j.comnet.2022.109171,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0012,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0171,FAst in-network <i>GraY</i> failure detection for ISPs,,Proceedings of the ACM SIGCOMM 2022 Conference,会议论文,2022,10.1145/3544216.3544242,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,gray-failure localization in ISP networks via programmable switches,,Edgar Costa Molero; Stefano Vissicchio; Laurent Vanbever,https://doi.org/10.1145/3544216.3544242,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0013,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0172,Brownfield Measurement: A Practical Grey Failure Identification and Localization Method in Incremental Deployment Network,,2023 IEEE 29th International Conference on Parallel and Distributed Systems (ICPADS),会议论文,2023,10.1109/icpads60453.2023.00320,C,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,grey-failure localization when only part of the fabric is instrumented,,Jiaqi Liu; Peng Xun; Baosheng Wang,https://doi.org/10.1109/icpads60453.2023.00320,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0043,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0173,Efficient end-to-end failure probing matrix construction in data center networks,,Journal of Communications and Networks,期刊论文,2023,10.23919/jcn.2023.000029,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,测量与路径约束定位,,probe-matrix construction for DCN end-to-end failure localization,,Zequn Jia; Qiang Liu; Ying He; Qianqian Wu; Ren Ping Liu; Yantao Sun,https://doi.org/10.23919/jcn.2023.000029,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0039,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0174,Flock: Accurate Network Fault Localization at Scale,,Proceedings of the ACM on Networking,期刊论文,2023,10.1145/3595289,B,CCF 第七版（2026-03-31）,PACMNET 是 CoNEXT 的期刊式论文集，按 CoNEXT 等级记录,L1,数据中心/生产网络,测量与路径约束定位,,probabilistic graphical-model inference over DCN topology; strongest L1 neighbor,,Vipul Harsh; Tong Meng; Kapil Agrawal; Philip Brighten Godfrey,https://doi.org/10.1145/3595289,,,Crossref DOI 记录,已核实,doi,摘要已读（Crossref abstract）；全文未逐节阅读,2026-09-15,agent:netloc,C0017,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,"Inferring the root cause of failures among thousands of components in a data center network is challenging, especially for ""gray"" failures that are not reported directly by switches. Faults can be localized through end-to-end measurements, but past localization schemes are either too slow for large-scale networks or sacrifice accuracy. We describe Flock, a network fault localization algorithm and system that achieves both high accuracy and speed at datacenter scale. Flock uses a probabilistic graphical model (PGM) to achieve high accuracy, coupled with new techniques to dramatically accelerate inference in discrete-valued Bayesian PGMs. Large-scale simulations and experiments in a hardware testbed show Flock speeds up inference by >10000x compared to past PGM methods, and improves accuracy over the best previous datacenter fault localization approaches, reducing inference error by 1.19-11x on the same input telemetry, and by 1.2-55x after incorporating passive telemetry. We also prove Flock's inference is optimal in restricted settings."
RW0175,Hostping: Diagnosing Intra-host Network Bottlenecks in {RDMA} Servers,,20th USENIX Symposium on Networked Systems Design and Implementation (NSDI 23),,2023,,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,host-level bottleneck localization complementary to network-level,,Kefei Liu; Zhuo Jiang; Jiao Zhang; Haoran Wei; Xiaolong Zhong; Lizhuang Tan; Tian Pan; Tao Huang,https://www.usenix.org/conference/nsdi23/presentation/liu-kefei,,,出版方页面 citation_* 元数据,已核实,page-curl,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0025,仅有页面链接；未验证可读性,
RW0176,MARS: Fault Localization in Programmable Networking Systems with Low-cost In-Band Network Telemetry,,Proceedings of the 52nd International Conference on Parallel Processing,会议论文,2023,10.1145/3605573.3605622,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,测量与路径约束定位,,INT-driven fault localization inside programmable network systems,,Benran Wang; Hongyang Chen; Pengfei Chen; Zilong He; Guangba Yu,https://doi.org/10.1145/3605573.3605622,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0018,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0177,Poster: COPA -- Parsing Outputs of CLI Commands for Failure Diagnosis of Network Devices,,Proceedings of the 2023 ACM on Internet Measurement Conference,会议论文,2023,10.1145/3618257.3624998,B,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,device CLI/log evidence used for failure diagnosis,,Keitaro Kaida; Tatsuaki Kimura; Hiroshi Yamauchi; Tetsuya Takine,https://doi.org/10.1145/3618257.3624998,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0042,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0178,"{AAsclepius}: Monitoring, Diagnosing, and Detouring at the Internet Peering Edge",,2023 USENIX Annual Technical Conference (USENIX ATC 23),,2023,,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,peering-edge monitoring plus diagnosis and automated response,,Kaicheng Yang; Yuanpeng Li; Sheng Long; Tong Yang; Ruijie Miao; Yikai Zhao; Chaoyang Ji; Penghui Mi; Guodong Yang; Qiong Xie; Hao Wang; Yinhua Wang; Bo Deng; Zhiqiang Liao; Chengqiang Huang; Yongqiang Yang; Xiang Huang; Wei Sun; Xiaoping Zhu,https://www.usenix.org/conference/atc23/presentation/yang-kaicheng,,,出版方页面 citation_* 元数据,已核实,page-curl,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0032,仅有页面链接；未验证可读性,
RW0179,Diagnosing Application-network Anomalies for Millions of {IPs} in Production Clouds,,2024 USENIX Annual Technical Conference (USENIX ATC 24),,2024,,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,production-cloud network anomaly diagnosis at scale,,Zhe Wang; Huanwu Hu; Linghe Kong; Xinlei Kang; Qiao Xiang; Jingxuan Li; Yang Lu; Zhuo Song; Peihao Yang; Jiejian Wu; Yong Yang; Tao Ma; Zheng Liu; Xianlong Zeng; Dennis Cai; Guihai Chen,https://www.usenix.org/conference/atc24/presentation/wang-zhe,,,出版方页面 citation_* 元数据,已核实,page-curl,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0033,仅有页面链接；未验证可读性,
RW0180,R-Pingmesh: A Service-Aware RoCE Network Monitoring and Diagnostic System,,Proceedings of the ACM SIGCOMM 2024 Conference,会议论文,2024,10.1145/3651890.3672264,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,Pingmesh descendant for RDMA/RoCE service-aware diagnosis,,Kefei Liu; Zhuo Jiang; Jiao Zhang; Shixian Guo; Xuan Zhang; Yangyang Bai; Yongbin Dong; Feng Luo; Zhang Zhang; Lei Wang; Xiang Shi; Haohan Xu; Yang Bai; Dongyang Song; Haoran Wei; Bo Li; Yongchen Pan; Tian Pan; Tao Huang,https://doi.org/10.1145/3651890.3672264,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0024,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0181,Themis: A passive-active hybrid framework with in-network intelligence for lightweight failure localization,,Computer Networks,期刊论文,2024,10.1016/j.comnet.2024.110836,B,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,hybrid passive/active lightweight DCN failure localization,,Jingyu Xiao; Qing Li; Dan Zhao; Xudong Zuo; Wenxin Tang; Yong Jiang,https://doi.org/10.1016/j.comnet.2024.110836,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0016,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0182,{NetAssistant}: Dialogue Based Network Diagnosis in Data Center Networks,,21st USENIX Symposium on Networked Systems Design and Implementation (NSDI 24),,2024,,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,"LLM/dialogue DCN diagnosis, closest LLM-based neighbor",,Haopei Wang; Anubhavnidhi Abhashkumar; Changyu Lin; Tianrong Zhang; Xiaoming Gu; Ning Ma; Chang Wu; Songlin Liu; Wei Zhou; Yongbin Dong; Weirong Jiang; Yi Wang,https://www.usenix.org/conference/nsdi24/presentation/wang-haopei,,,出版方页面 citation_* 元数据,已核实,page-curl,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0030,仅有页面链接；未验证可读性,
RW0183,Enhancing Network Failure Mitigation with {Performance-Aware} Ranking,,22nd USENIX Symposium on Networked Systems Design and Implementation (NSDI 25),,2025,,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,"failure ranking for mitigation, adjacent to root-cause ranking",,Pooria Namyar; Arvin Ghavidel; Daniel Crankshaw; Daniel S. Berger; Kevin Hsieh; Srikanth Kandula; Ramesh Govindan; Behnaz Arzani,https://www.usenix.org/conference/nsdi25/presentation/namyar,,,出版方页面 citation_* 元数据,已核实,page-curl,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0031,仅有页面链接；未验证可读性,
RW0184,FlowPulse: Catching Network Failures in ML Clusters,,Proceedings of the 24th ACM Workshop on Hot Topics in Networks,会议论文,2025,10.1145/3772356.3772384,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,测量与路径约束定位,,failure detection practice in ML training clusters,,Jakob Krebs; Dimitry Gavrilenko; Daniel Amir; Shir Landau Feibish; Mark Silberstein,https://doi.org/10.1145/3772356.3772384,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0041,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0185,Hawkeye: Diagnosing RDMA Network Performance Anomalies with PFC Provenance,,Proceedings of the ACM SIGCOMM 2025 Conference,会议论文,2025,10.1145/3718958.3750490,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,mechanism-level provenance for RDMA/PFC performance anomalies,,Shicheng Wang; Menghao Zhang; Xiao Li; Qiyang Peng; Haoyuan Yu; Zhiliang Wang; Mingwei Xu; Xiaohe Hu; Jiahai Yang; Xingang Shi,https://doi.org/10.1145/3718958.3750490,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0021,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0186,Raha: A General Tool to Analyze WAN Degradation,,Proceedings of the ACM SIGCOMM 2025 Conference,会议论文,2025,10.1145/3718958.3754348,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,production WAN degradation analysis and attribution,,Behnaz Arzani; Sina Taheri; Pooria Namyar; Ryan Beckett; Siva Kesava Reddy Kakarla; Elnaz Jalilipour,https://doi.org/10.1145/3718958.3754348,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0022,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0187,RCA Copilot: Transforming Network Data into Actionable Insights via Large Language Models,,ICC 2025 - IEEE International Conference on Communications,会议论文,2025,10.1109/icc52391.2025.11161714,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,测量与路径约束定位,,LLM plus statistics root-cause analysis across cloud/DC networks,,Alexander Shan; Jasleen Kaur; Rahul Singh; Tarun Banka; Raj Yavatkar; T. Sridhar,https://doi.org/10.1109/icc52391.2025.11161714,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0045,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0188,SkeletonHunter: Diagnosing and Localizing Network Failures in Containerized Large Model Training,,Proceedings of the ACM SIGCOMM 2025 Conference,会议论文,2025,10.1145/3718958.3750513,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,production LLM-cluster network failure diagnosis and localization,,Wei Liu; Kun Qian; Zhenhua Li; Tianyin Xu; Yunhao Liu; Weicheng Wang; Yun Zhang; Jiakang Li; Shuhong Zhu; Xue Li; Hongfei Xu; Fei Feng; Ennan Zhai,https://doi.org/10.1145/3718958.3750513,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0019,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0189,SkyNet: Analyzing Alert Flooding from Severe Network Failures in Large Cloud Infrastructures,,Proceedings of the ACM SIGCOMM 2025 Conference,会议论文,2025,10.1145/3718958.3750536,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,alarm-relationship analysis in large cloud network failures,,Bo Yang; Huanwu Hu; Yifan Li; Yunguang Li; Xiangyu Tang; Bingchuan Tian; Gongwei Wu; Jianfeng Xu; Xumiao Zhang; Feng Chen; Cheng Wang; Ennan Zhai; Yuhong Liao; Dennis Cai; Tao Lin,https://doi.org/10.1145/3718958.3750536,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0023,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
